x,y,z,pitch,yaw,roll
80.96648406982422,-138.07260131835938,0.6585330963134766,-1.346161961555481,1.0735656023025513,0.7044994831085205
81.0280990600586,-138.07052612304688,0.6571767926216125,-1.3489964008331299,1.07260262966156,0.701678991317749
81.40979766845703,-138.06227111816406,0.6479324698448181,-1.293637752532959,1.149138331413269,0.6875060796737671
81.90774536132812,-138.05084228515625,0.6357232332229614,-1.2744449377059937,1.2347410917282104,0.6726740002632141
82.67474365234375,-138.032958984375,0.6169348955154419,-1.3659626245498657,1.226086974143982,0.670785665512085
83.7923812866211,-138.00735473632812,0.5893824100494385,-1.3762215375900269,1.2255985736846924,0.6445407867431641
85.18953704833984,-137.97592163085938,0.5542373657226562,-1.4331648349761963,1.2230933904647827,0.5886534452438354
86.71353149414062,-137.94189453125,0.5146545767784119,-1.5068899393081665,1.2191801071166992,0.5450798869132996
88.21986389160156,-137.908447265625,0.47483721375465393,-1.6131266355514526,1.2149460315704346,0.5017772316932678
89.62627410888672,-137.87733459472656,0.4366702437400818,-1.6476737260818481,1.2114801406860352,0.46035313606262207
90.819091796875,-137.8512420654297,0.4033980369567871,-1.4941380023956299,1.2121148109436035,0.44450265169143677
93.0008773803711,-137.80364990234375,0.3424730598926544,-1.6158723831176758,1.2090498208999634,0.40515267848968506
94.88480377197266,-137.76272583007812,0.28876638412475586,-1.671927809715271,1.2068272829055786,0.36823782324790955
96.83482360839844,-137.72061157226562,0.232147216796875,-1.717532992362976,1.2085285186767578,0.3165638744831085
98.30501556396484,-137.6889190673828,0.18891757726669312,-1.6112620830535889,1.2045572996139526,0.3080097436904907
100.84058380126953,-137.6343231201172,0.11362067610025406,-1.7347723245620728,1.2054675817489624,0.28906747698783875
102.35456085205078,-137.60215759277344,0.06821830570697784,-1.6975409984588623,1.14003324508667,0.2841869592666626
104.2889633178711,-137.56430053710938,0.010093536227941513,-1.806612253189087,1.0672117471694946,0.2644214332103729
105.93751525878906,-137.532958984375,-0.039422377943992615,-1.8268705606460571,1.0640816688537598,0.25842002034187317
107.32948303222656,-137.50645446777344,-0.08140979707241058,-1.7128883600234985,1.0639747381210327,0.25352874398231506
108.78305053710938,-137.478759765625,-0.1250121295452118,-1.707608699798584,1.064062237739563,0.24874959886074066
110.2130126953125,-137.45152282714844,-0.16771632432937622,-1.7078819274902344,1.0665574073791504,0.24485401809215546
111.85906982421875,-137.4202117919922,-0.21658457815647125,-1.6781842708587646,1.0676753520965576,0.24795162677764893
113.62604522705078,-137.38658142089844,-0.26857587695121765,-1.7200874090194702,1.0664676427841187,0.2588030695915222
115.53069305419922,-137.35044860839844,-0.32411688566207886,-1.6649131774902344,1.064078688621521,0.2759070098400116
